,index_survival,msno,n_prev_churns,log_days_between_subs,log_days_since_reg_init,payment_method_id,log_payment_plan_days,log_plan_list_price,log_actual_amount_paid,is_auto_renew,is_cancel,city,gender,registered_via,age_at_start,strange_age,nan_days_since_reg_init,no_prev_churns,duration,event,censor_duration
16,371459,6GH34RHoE9YpIh26N0ipURC6WSfUQJDKIDYpxBOpO+M=,0,0.0,4.727387818712341,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,6.0,1.0,3.0,16,0,0,1,108,1,575
17,428929,7YtxukCdlOZO0nw1zhmgKNuLRTb1hXY0lyQyzlml4cE=,0,0.0,6.7381524945959566,37,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,4.0,0.0,3.0,21,0,0,1,183,1,578
18,2057670,i+oUkahmfHWCSRSDqcqzu+u/HN+f/JaOaUNjLyipnEg=,1,0.0,8.295049140435111,33,0.0,0.0,5.0106352940962555,1,0,7.0,0.0,9.0,0,1,0,0,579,0,579
19,1996969,gealp3gobP+c31zRzK+rFnVGQ66X4eiAM6913YI0W5w=,0,0.0,6.688354713946763,35,2.0794415416798357,0.0,0.0,0,0,13.0,1.0,9.0,43,0,0,1,7,1,88
20,1520023,W+kVIYq5MuUay7PL/ZCvQdBhOOZgHcr0oTjhMQ+JRL8=,0,0.0,7.2991214627108,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,12.0,1.0,9.0,26,0,0,1,752,0,752
21,1826338,crP62cLtk//WORK66PjP2RwMuqBa+DteYxgyY7ZgBmw=,0,0.0,5.783825182329737,35,2.0794415416798357,0.0,0.0,0,0,1.0,0.0,3.0,16,0,0,1,5,1,151
22,2144811,jxPT2KzVN9oXv/Mu+K0ysUvkl593+gl+vHi/wba/tLo=,0,0.0,3.49650756146648,41,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,5.0,0.0,7.0,26,0,0,1,749,0,749
23,768224,FA6Aoa/bFBk0D3WG9hNhi5bv6Dy2sYqH0xHSuymY9YE=,0,0.0,8.047189562170503,29,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,4.0,0.0,9.0,30,0,0,1,20,0,20
24,2492555,rjfHHPplGzYL1r1Rx9bf9fKdhnZ7qrHVyuY9g5gQsbc=,0,0.0,4.262679877041316,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,22.0,0.0,3.0,35,0,0,1,256,1,738
25,1056859,LdjmV2AepulnDn0TKTLEX/OpJsizz0gnPzwAP3snjtY=,0,0.0,6.082218910376446,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,1.0,3.0,36,0,0,1,30,1,88
26,2119942,jOEfasnfvi+AqIj2E3woVHF8ZRsbESEZ3AAyEhD4PgQ=,0,0.0,8.054840221101022,35,2.0794415416798357,0.0,0.0,0,0,6.0,1.0,9.0,23,0,0,1,6,1,600
27,2610452,uLVSANmtRiV9EGF151R3wdiiEJ84AGmjtltDFTocVbI=,0,0.0,5.963579343618447,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,15.0,0.0,3.0,28,0,0,1,30,1,304
28,2743657,xKUA802Vq2hMrGB0+llpoeEoNNmU9Pk4mF+T1DiVXtM=,0,0.0,7.319202458767849,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,22.0,0.0,9.0,28,0,0,1,751,0,751
29,1863475,dgTdWKYFMmz4fgNDTSoyLjoRBBKJ2Rc5cMyNi8zDNMA=,2,5.365976015021852,7.088408778675394,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,1.0,9.0,23,0,0,0,30,1,316
30,765460,F62VYyF4pEhV3N6f+CbB+zo7PQvoXGhiA6jVinYJms8=,1,0.0,8.28576542051433,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,5.0,0.0,9.0,48,0,0,0,182,0,182
31,95551,06E3hT1qM3xJ816BcwbuVQqRzPweD+ExB0Hvl08dj/A=,0,0.0,4.1588830833596715,40,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,4.0,1.0,9.0,24,0,0,1,430,0,430
32,1713594,aJ61bhwOnjMgPZqkxmf/GtH3ey0RUukKbqekVuMCrLU=,0,0.0,0.6931471805599453,30,3.4339872044851463,5.0106352940962555,0.0,1,0,5.0,1.0,3.0,32,0,0,1,28,1,292
33,2326660,o/eJVaBBHC6AFH/HdXR3+pnq7dWn35BDxCztZ/kkbY0=,0,0.0,4.709530201312334,29,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,8.0,1.0,4.0,20,0,0,1,78,0,78
34,2139723,jqBUfkLn0N1KPTxODovWx0HmXVV/qnLbDDNs3VQ8Hv4=,0,0.0,7.035268599281098,41,3.4339872044851463,5.0106352940962555,4.787491742782046,1,0,1.0,0.0,7.0,0,1,0,1,746,0,746
35,1154036,NpwUj3IRHvyVQdxF4R22gxbZgcJ2yx6UQ/PZFQag0Sg=,0,0.0,8.000684784514746,38,5.278114659230517,6.796823718274855,6.796823718274855,0,0,13.0,0.0,9.0,32,0,0,1,555,1,594
36,1298066,R1TEck+YyyLQORilnroruuhWaxQgByk2nhAUv43iMXc=,1,0.0,6.887552571664617,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,1.0,9.0,20,0,0,0,98,1,679
37,2248928,mGVXNhC0/2w2wA7+aWWAvpX9PXDMpoC3MP+j6kz6yiE=,1,6.1862086239004945,8.121480374750751,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,12.0,0.0,9.0,25,0,0,0,30,1,109
38,306624,4pcuWboxCAYbtNEaE73ys6hUwNsozV1GHedl0oCWtuk=,3,4.477336814478207,7.367708572374371,28,4.110873864173311,5.7071102647488745,5.7071102647488745,0,0,6.0,1.0,9.0,17,0,0,0,60,1,84
39,165144,1fUhpNQwvDEDgB/QUl4R8apXIvQL1CDaCVcAOBKEyPU=,0,0.0,8.405591014834933,35,2.0794415416798357,0.0,0.0,0,0,1.0,1.0,9.0,0,1,0,1,7,1,100
40,2712142,wciL/9YHByjlTG/U4bTp7sfWgT6Y1CG2ObYgqwz2UoU=,0,0.0,6.52649485957079,32,5.198497031265826,6.285998094508865,6.285998094508865,0,0,18.0,1.0,9.0,26,0,0,1,503,0,503
41,1497823,VV0PeJiHBHDCFqiuhDSEhIoyJ1ubU6DzeEAbjFjhZRw=,1,4.812184355372417,5.056245805348309,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,8.0,0.0,3.0,20,0,0,0,30,1,278
42,237138,3GT/FPgnwaoK2DGBJ61xvSuVV92vhtEFjr6q4WNewjw=,1,0.0,7.2723983925700475,41,3.4339872044851463,4.605170185988092,4.605170185988092,1,0,6.0,1.0,7.0,32,0,0,0,24,0,24
43,2838596,zTD2J4gEjdBIMvXAFSziyF/cpqWdSCko7r7yDDuEqs8=,1,0.0,7.5202345564746285,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,4.0,1.0,9.0,20,0,0,0,105,1,191
44,1801365,cHQOBUDX8W8JEy5BBLLwGPeSoFySFVrsYNp+phALOK0=,0,0.0,6.932447891572509,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,6.0,1.0,3.0,24,0,0,1,738,0,738
45,1598327,XkxzQCkoXPOjiW59VywvEh+9oM7RzzDBvQG8FAcYyCc=,0,0.0,7.886081401775745,32,6.018593214496233,7.489412083508719,7.489412083508719,0,0,5.0,1.0,9.0,43,0,0,1,413,1,596
46,2334981,oBecmL5LqF/K5AmPEHz9aMvV0fWoUy4W92V7N0LmsAU=,0,0.0,6.091309882077698,35,2.0794415416798357,0.0,0.0,0,0,13.0,1.0,9.0,36,0,0,1,10,1,604
47,816887,GFqxM/JoFvj/Ttns/Z+s5NcFX5VgXy46uVvHBLazrrU=,1,0.0,7.459914766241106,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,1,11.0,0.0,9.0,52,0,0,0,292,0,292
48,1327329,RhPpAnMDgBoMRWKmqqdNpS23qgpSE2U50tYJg0KSPQI=,0,0.0,6.363028103540465,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,1.0,0.0,3.0,0,1,0,1,30,1,107
49,1119129,N1K5Pjpd3UqB9GGlOskMnjR4KkIXceh8mp0WpRptQ54=,0,0.0,0.6931471805599453,41,3.4339872044851463,4.605170185988092,4.605170185988092,1,0,4.0,0.0,7.0,44,0,0,1,224,0,224
50,2622767,uct4ijU9PpBx0N6WKuCUwA6I0AlD8jZnKJFKXt/KBMA=,0,0.0,6.704414354964107,29,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,22.0,1.0,3.0,39,0,0,1,30,1,50
51,1291367,Qu+9zH7hgq7paI9WwLsR7ex6aTbnDMJor1rXJHUUPnE=,0,0.0,7.270312886079025,31,0.0,0.0,5.0106352940962555,1,0,22.0,1.0,9.0,19,0,0,1,30,1,670
52,1005486,KUa6A65Je+9p5/Z6kcIxJ1WJZSKU86LrNO+T9l56oSs=,0,0.0,7.1731917424865985,37,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,11.0,1.0,9.0,24,0,0,1,752,0,752
53,725197,EBu4vz699/gDhkZy9LdQ8ExO1k31j1la6qrA60S7Jn4=,0,0.0,6.803505257608338,31,0.0,0.0,5.0106352940962555,1,0,5.0,1.0,9.0,20,0,0,1,670,0,670
54,2531468,sbQugnaxjn8gyjoReOuXcn53mmVqv7Ch9KHUhZnhOKI=,0,0.0,5.2094861528414205,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,22.0,1.0,4.0,19,0,0,1,30,1,37
55,2575461,tZSD0KQpBaRtSkLgOihYdltA+u3gOGZgZfAw03D7Yr8=,0,0.0,6.089044875446847,32,6.018593214496233,7.489412083508719,7.489412083508719,0,0,18.0,1.0,9.0,35,0,0,1,416,1,579
56,2130604,jdEGCDEaEPKXObN40+IHqCPdgsHU/Xt3wlQ93EzLg1c=,2,0.0,5.955837369464831,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,5.0,1.0,3.0,28,0,0,0,74,1,201
57,1160915,NzzKhJ5PsOex1bgs3SVvkpYH4VBIoIxfjvQkP4u7cHg=,0,0.0,7.79770203551669,33,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,1,22.0,0.0,9.0,26,0,0,1,424,1,725
58,118355,0cQdL/8176C6/JRjYz0RAK8SmSKypm/bHsfkyuURqUQ=,0,0.0,6.037870919922137,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,15.0,0.0,3.0,21,0,0,1,418,1,729
59,925612,Ihf+kvMQ2FsjLfGpQQyDawtcRQ0PwNSTIPsYHbYy6Rs=,0,0.0,7.427738840532895,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,18.0,1.0,9.0,42,0,0,1,303,1,743
60,2417404,q1ciNz2ozbN+ObDFRVqpgBOR+YKZ4VSEuFwkfNYffec=,0,0.0,6.375024819828098,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,6.0,1.0,3.0,26,0,0,1,397,1,729
61,224639,3+O4n4drnRx9xsNuxR9KPrPZCb1iWQNlbO+5YoqL+j4=,0,0.0,6.511745329644728,39,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,14.0,1.0,9.0,21,0,0,1,421,1,729
62,1250542,Pzxw0k4ctwqzMSZf06wvBhPWkL0XU5ionBjuxrAaR5g=,0,0.0,2.3978952727983707,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,12.0,1.0,3.0,21,0,0,1,134,1,750
63,2620859,uaD/m4xke3Z7YXGVXDKjdW+DIuwyvHK68JNUH1A1rBw=,0,0.0,8.071218539969863,31,0.0,0.0,5.0106352940962555,1,0,13.0,0.0,9.0,22,0,0,1,30,1,670
64,164175,1e4rtbgwVtMkrrfZIEOoxwesUmevUiXh3CGDhfT7v5w=,0,0.0,6.961296045910168,38,6.018593214496233,7.489412083508719,7.489412083508719,0,0,5.0,0.0,3.0,20,0,0,1,416,1,582
65,1007277,KX523SB3H5Uo7YPVlgnNrc8mYeH5/qgD+RB3of02/6Y=,1,0.0,8.087640287778981,31,0.0,0.0,5.0106352940962555,1,0,13.0,1.0,9.0,53,0,0,0,579,0,579
66,2428171,qH5wRBgo4hEoC6goKdTYrOydks0q0Nj7J6i2BX4IilU=,0,0.0,7.874358824729882,33,0.0,0.0,5.0106352940962555,1,0,14.0,0.0,9.0,27,0,0,1,30,1,670
67,2154475,k9OI92PjROAJhRp/5RIST7L2WGbDJuC2JlJcVA9NbCk=,3,4.61512051684126,6.964135612418245,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,4.0,0.0,3.0,26,0,0,0,30,1,199
68,934607,Iv16nGeznNn7//MNNMx4spbJOklDbRr6CciagrQKlsY=,0,0.0,7.117205503164344,35,2.0794415416798357,0.0,0.0,0,0,5.0,0.0,3.0,23,0,0,1,11,1,605
69,645928,CPqxPLT8viu50E4oQzHxcNjRd25vjowMkhiAa3Td9Mo=,1,4.465908118654584,5.365976015021852,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,1.0,1.0,3.0,35,0,0,0,1,0,1
70,1986289,gPnPUDPPmKFd9zSKmhAnxKzHM5ugsSOOh5wS4PX46eE=,1,3.688879454113936,6.363028103540465,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,6.0,1.0,9.0,21,0,0,0,30,1,91
71,2861497,zzy/TTClecSFRMLsbTlCSNX9PoqQJXmSO/uBWgOTKNk=,0,0.0,6.765038976780541,35,2.0794415416798357,0.0,0.0,0,0,12.0,1.0,3.0,20,0,0,1,12,1,606
72,1658721,Z4ZRTotNjJiY9lnOnQEs7Qiwz7VtGdGHM9qbou9vX+U=,1,4.812184355372417,7.180831199044556,35,2.0794415416798357,0.0,0.0,0,0,12.0,0.0,3.0,21,0,0,0,7,1,97
73,846549,GwRtv3rIVjwxpvEaiqk6Lml9fy2bmnFVY0mnQ/vAO3U=,0,0.0,2.3978952727983707,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,5.0,1.0,3.0,35,0,0,1,30,1,529
74,2518172,sIRQF2r4VPPEj/f2hC3vGMc5GL83BnuLiOyK0qINgAY=,0,0.0,6.023447592961032,32,6.018593214496233,7.489412083508719,7.489412083508719,0,0,5.0,1.0,9.0,24,0,0,1,416,1,482
75,2824219,z8YHZjI8jK8gcelrLw6nfMfLdQ81WQCQgvf618RHPis=,0,0.0,1.6094379124341005,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,15.0,1.0,4.0,20,0,0,1,63,1,337
76,82288,/pPghyDJqNSUgFI9Bs6zO1GgOcqXej0psDBdtM1F8OQ=,0,0.0,6.4150969591715965,41,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,1.0,0.0,7.0,0,1,0,1,684,1,739
77,2636944,uxAE1HO/ITYeJ+8pV7SVyrhelAXaGVQSrzRBYiaqlTU=,0,0.0,8.063377822367027,30,3.4339872044851463,5.0106352940962555,0.0,1,0,5.0,1.0,9.0,35,0,0,1,76,1,171
78,595347,BGrEz7yVJ8xDLAkes1Qqs5UuOywKQYGA8i+q/mDScKA=,0,0.0,7.109062135687172,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,22.0,1.0,9.0,20,0,0,1,283,1,542
79,98170,09uzm6+lOhDXYlrpEH+1Bij5+A6ys4nQo47ZKGQlP/U=,0,0.0,5.869296913133774,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,22.0,0.0,3.0,16,0,0,1,392,1,456
80,1358762,SO8RCvi8TIl2SwlWd0rFAy6E0n0IXJM7NyRG18cV8Ng=,1,4.343805421853683,8.016647877057803,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,16.0,1.0,9.0,23,0,0,0,30,1,244
81,1052366,LXMuZ+hLFZMhI0DOnL993ZJxhFNp6DV1ZIEQEyxVR3M=,0,0.0,2.3978952727983707,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,1.0,4.0,23,0,0,1,30,1,457
82,1479833,V5/7ULCHfgY3HGB56Lqc/EDtg7bo3PqJe0PTQnPdyZw=,0,0.0,6.212606095751518,29,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,5.0,1.0,3.0,37,0,0,1,30,1,176
83,2711071,wbCv9GNVc2ljRAi5Tu7HVYVijaq/mN3l8O7tBhKXL4g=,0,0.0,5.5909869805108565,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,1.0,1.0,3.0,16,0,0,1,30,1,253
84,2113561,jFE6x234mYegySsm5TzOOlDd1HJgR1rBYr0SVN9jYdE=,0,0.0,6.0867747269123065,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,5.0,0.0,3.0,24,0,0,1,58,1,746
85,1900696,eVZC52Mz3FfaqsXiGTySZqSgZ8JWZiJKebXuFS80rYA=,0,0.0,7.164720378771857,41,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,22.0,0.0,7.0,34,0,0,1,745,0,745
86,2014603,h1RprikUf2Ubt8/cbqynqJwKpMLf1tkB6MAH0lyzY7o=,0,0.0,0.6931471805599453,41,3.4339872044851463,4.605170185988092,4.605170185988092,1,0,4.0,0.0,7.0,17,0,0,1,225,0,225
87,1037968,LCcGhuBvdd9w68yirnMqhXbLgYx/KPhvmpTCifJwjCY=,0,0.0,6.781057625936179,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,15.0,1.0,3.0,23,0,0,1,63,1,725
88,966032,JbzQ2xhuUt6YeTXqL9Wb7sUenosxf9ctwrGagNds5Rg=,0,0.0,6.049733455231958,25,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,1.0,1.0,3.0,0,1,0,1,30,1,663
89,1219953,PI9mZWO4Bcx0lLhFJ9ycC66Cj292jAsWMfTR7xZMAA8=,1,0.0,8.16223106548118,39,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,10.0,1.0,9.0,35,0,0,0,182,0,182
90,2143195,jv8nASdK2AIw3JBPUsAa0gpRfI5J6UqAzahFcocoalg=,0,0.0,2.3978952727983707,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,5.0,1.0,3.0,37,0,0,1,569,0,569
91,615000,BjWUEPHA7hsOPhthUohySIRxZb5wRom3PbdFBjNqAqA=,1,0.0,5.4116460518550396,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,5.0,0.0,3.0,29,0,0,0,123,1,418
92,2389488,pPgYno6jDbAF8B2+/kukQkfvjd7yO69MVr+c5YB0R0g=,1,0.0,7.6058900010531225,31,0.0,0.0,5.0106352940962555,1,0,13.0,0.0,9.0,47,0,0,0,579,0,579
93,932950,IsUGqXp1RUspalj0ZiU/QoESwUHV0t62GSAHwu5qF48=,0,0.0,1.791759469228055,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,1.0,1.0,3.0,20,0,0,1,93,1,441
94,122119,0hrz2GmC3Z6mANavEqH0PQQzzA1ycHZp/jXvmvLNFr8=,0,0.0,8.213381737034572,32,6.018593214496233,7.489412083508719,7.489412083508719,0,0,13.0,0.0,9.0,27,0,0,1,410,1,422
95,1938283,fL6CNWLN+meT05zD/16Oi6I34hZM6IStvNTt4B3XWZc=,0,0.0,4.6443908991413725,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,5.0,1.0,3.0,19,0,0,1,256,1,437
96,1915635,er7wXGiWRUrsChtTikmcJ08iQZ7sAljFRTNmbY4fR00=,0,0.0,6.5998704992128365,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,13.0,1.0,3.0,30,0,0,1,120,1,752
97,1742358,ayXgebuLaXnUkUZDzrIpEuF3T8pRb1W900/gEst3F+Q=,1,3.49650756146648,6.354370040797352,36,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,15.0,0.0,9.0,23,0,0,0,30,1,416
98,739202,EW4SzJhxoGfD4G2BktKqQ8YpGwjpxuyhXYaXOiE9uBU=,0,0.0,7.528331766707248,35,2.0794415416798357,0.0,0.0,0,0,15.0,0.0,9.0,21,0,0,1,7,1,68
99,2606003,uF0kuZIB0yuA/+TluC6JITt2wC/lqu5Xcs+1vNTT9FU=,1,4.290459441148391,6.46614472423762,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,13.0,0.0,9.0,18,0,0,0,30,1,309
100,2460374,r/CFgbvBN5Eg+01JpzeSnqOTIUE4GWWEbJbtDGRAEmo=,0,0.0,8.037866234709616,40,3.4657359027997265,5.0106352940962555,5.0106352940962555,1,0,4.0,1.0,9.0,38,0,0,1,742,0,742
101,56189,/E5aInVCZfCdoH4DmsHyN3/FgDeo/9j4uSF/BrfYLxA=,0,0.0,2.8332133440562166,32,4.51085950651685,5.700443573390688,5.700443573390688,0,0,13.0,1.0,4.0,21,0,0,1,301,0,301
102,763812,F3kkU0f6rW2WhvmpmU8xu4KZcXlYo+/52j6by9f0Gic=,1,4.9126548857360515,6.876264611890766,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,5.0,0.0,3.0,0,1,0,0,30,1,156
103,2214679,lVq7IrJEfHe8RwpmXGe4O6GxytlvO8j68/pb3c9Xvqg=,0,0.0,5.493061443340548,25,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,13.0,1.0,9.0,21,0,0,1,734,0,734
104,2855684,zrWIdPCf9oHF0StG345IocMcvH5cQ6qb7C483TXsVqg=,0,0.0,5.030437921392434,35,2.0794415416798357,0.0,0.0,0,0,1.0,1.0,3.0,29,0,0,1,7,1,96
105,1357238,SLw7/vMTbqb3VRCPkeY8Gd1Gec3K2Rcm+sHpr/orpQE=,0,0.0,4.290459441148391,30,3.4339872044851463,4.61512051684126,4.61512051684126,1,0,5.0,1.0,4.0,29,0,0,1,146,0,146
106,2073589,iLnIMy774mJSuhrGmFjgHSZJpSxlQdcE9LdMqEtxKAU=,0,0.0,7.020190708311925,31,0.0,0.0,5.0106352940962555,1,0,3.0,1.0,3.0,18,0,0,1,30,1,670
107,596433,BIReMXgnnY0Nb9izuFk5UztzTCWdxVrQt+Ipp6JjbWI=,0,0.0,6.85751406254539,38,3.4339872044851463,5.0106352940962555,5.0106352940962555,0,0,5.0,0.0,9.0,54,0,0,1,125,1,737
108,2603746,uBpXyjHdDiCDkbFUrH2JP9YPBb2FKx8QtngvJ6bAuuE=,0,0.0,0.6931471805599453,41,3.4339872044851463,4.605170185988092,4.605170185988092,1,0,15.0,0.0,7.0,51,0,0,1,202,0,202
109,998849,KKhtVzltLJW+xiQG8nuDiaHRbN+aleCfMfS/RXRQJPw=,0,0.0,7.851271997109883,37,3.4339872044851463,5.0106352940962555,5.0106352940962555,1,0,5.0,0.0,9.0,31,0,0,1,61,1,414
110,687942,DMRJsl1o0+Wun2bup9lCIiuUo9I/FK5aS9rx26WlDLY=,0,0.0,4.465908118654584,36,3.4339872044851463,5.198497031265826,5.198497031265826,0,0,22.0,1.0,4.0,33,0,0,1,65,1,176
111,1857723,dY7csqtF+55o2CaakG7WGerFZkp759csZY820R9nLKM=,0,0.0,5.225746673713202,35,2.0794415416798357,0.0,0.0,0,0,1.0,0.0,3.0,57,0,0,1,3,1,597
112,262474,3qeZOhxd5TE6rI9otKgmbYgQpEjT3Cfk9jQr9zqDO1w=,1,3.6375861597263857,7.78155595923534,28,3.4339872044851463,5.017279836814924,5.017279836814924,0,0,4.0,1.0,7.0,35,0,0,0,30,1,75
113,2813841,yvdoe86VXc9bbJmIBTtfxj3edwoYhzWoi0GpGOvpt7E=,0,0.0,7.368339686311381,20,5.303304908059076,6.836259277277068,6.836259277277068,0,0,13.0,1.0,9.0,20,0,0,1,400,1,621
